gene	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
ENSG00000173926.6_5_126918228_126918228	802	0.895013356498449	0.0541484761932363	0.0451265895457338	0.00272718274937326	0.00298439501320751
ENSG00000173926.6_5_126946295_126946364	875	0.319810583054356	0.596634814850262	0.0191374000238373	0.0356737621209642	0.0287434399505805
ENSG00000173926.6_5_127029924_127030169	1078	4.94357238991705e-06	0.840827171304052	6.65887518169967e-07	0.113211477172543	0.0459557420634976
ENSG00000173926.6_5_127030350_127030558	1079	5.29093707267174e-06	0.899908669608066	3.77638314642142e-07	0.0641946959140572	0.0358909659024905
ENSG00000245937.7_5_127940426_127941004	2326	5.74082967559397e-14	4.87248884763733e-08	1.95271107930296e-08	0.0155890872284347	0.984410844519509
ENSG00000245937.7_5_127941005_127941220	2326	2.77872225492399e-14	2.35842098840843e-08	1.22530714298319e-08	0.00940911742975108	0.99059084673294
ENSG00000245937.7_5_127956804_127956921	2326	4.89411616765705e-08	0.0415384670744186	2.76885569859416e-08	0.0225645712955355	0.935896885000328
ENSG00000245937.7_5_127965888_127966548	2326	7.27612955990286e-12	6.17556383623643e-06	3.40149439295351e-08	0.0278978487030971	0.972095941710848
ENSG00000245937.7_5_127966549_127966672	2326	2.37566152063735e-10	0.000201632602240007	1.90326196405628e-08	0.0151691730068557	0.984629175120718
ENSG00000245937.7_5_127966673_127966734	2326	1.03492116385463e-09	0.000878382065662622	2.55455852517335e-08	0.0207032176055602	0.978418373748272
ENSG00000245937.7_5_127966735_127966928	2326	5.05196885869979e-10	0.000428782306976891	2.85825116275002e-07	0.241834322400435	0.757736608962276
ENSG00000245937.7_5_128002529_128002694	2326	1.19397483669575e-07	0.101337775285202	6.16790422387396e-08	0.0515024941458362	0.847159549492436
ENSG00000245937.7_5_128002695_128002822	2326	7.80995682187627e-07	0.662864597375187	2.12969729120232e-07	0.180600026718316	0.156534381941085
ENSG00000245937.7_5_128003644_128003988	2326	3.3528176066686e-09	0.00284568038416235	8.87046182526334e-07	0.752629690605962	0.244523738610876
ENSG00000245937.7_5_128021528_128024026	2326	1.17470424720186e-32	9.97021975429197e-27	8.58759657907679e-09	0.00629495721918243	0.993705034193221
ENSG00000245937.7_5_128024027_128024134	2326	2.76338154173454e-14	2.34540066588464e-08	1.1577189719981e-08	0.00883489335290139	0.991165071615875
ENSG00000245937.7_5_128024135_128024160	2326	1.22605119011501e-14	1.04060233242328e-08	1.45295587805296e-08	0.0113432041481061	0.9886567709163
ENSG00000245937.7_5_128024161_128024298	2326	1.93271309415827e-16	1.64037665792523e-10	1.22296312429279e-08	0.00938920279774959	0.990610784808583
ENSG00000245937.7_5_128060584_128060644	2326	8.45246504379892e-09	0.00717397031234749	8.52822924302781e-08	0.0714613818865835	0.92136455406631
ENSG00000245937.7_5_128061144_128061244	2326	1.42903004537875e-13	1.21287920954147e-07	1.68095394864629e-08	0.013280258919287	0.98671960298311
ENSG00000245937.7_5_128062370_128062373	2326	8.3009512605134e-08	0.0704537405343729	6.29821263772383e-08	0.052578669757683	0.876967443716307
ENSG00000245937.7_5_128062374_128062500	2326	2.45929418970394e-09	0.00208730866260231	2.12352380234887e-08	0.0170423887783147	0.980870278864551
ENSG00000245937.7_5_128076947_128077093	2326	1.4223334430936e-08	0.0120719551540747	4.69727747497008e-08	0.0389188033213231	0.949009180328493
ENSG00000245937.7_5_128081973_128082191	2326	2.71337220378361e-10	0.00023029555917032	2.98743098549151e-07	0.252809145432822	0.746960259993571
ENSG00000245937.7_5_128082192_128082194	2326	8.93950626673295e-07	0.758734312798327	1.80410830988408e-07	0.153034194676786	0.0882304181634296
ENSG00000245937.7_5_128082735_128082881	2326	4.31775091865027e-12	3.66466075233674e-06	1.49935770694298e-08	0.0117374342951278	0.988258886046226
ENSG00000245937.7_5_128082882_128082960	2326	2.27568927711484e-08	0.0193147528319288	2.99190541484422e-08	0.0244373391186313	0.956247855373492
ENSG00000245937.7_5_128082961_128082969	2326	9.45198656748334e-07	0.802230718216099	1.67865006702276e-07	0.142418895615685	0.0553492731045533
ENSG00000245937.7_5_128082970_128082974	2326	5.96599422816868e-07	0.506359567945428	1.20804754226538e-07	0.102140687254454	0.391499027395941
ENSG00000245937.7_5_128082975_128083028	2326	4.03520098709731e-07	0.342484848334619	1.06404680029317e-07	0.0897424523036151	0.567772189436987
ENSG00000245937.7_5_128083029_128083074	2326	1.69427874612992e-07	0.143800718046087	2.23371341628848e-07	0.188917575313304	0.667281313841393
ENSG00000245937.7_5_128083075_128083075	2326	9.4271744508662e-07	0.800124807253137	1.95693761081627e-07	0.166059890457968	0.0338141638776875
ENSG00000245937.7_5_128083076_128083090	2326	9.37462583850312e-07	0.795664780703553	2.00752354414133e-07	0.170353169255382	0.0339809118261266
ENSG00000245937.7_5_128083091_128083100	2326	9.59822629886357e-07	0.814642712657615	1.78459420333963e-07	0.151432255120174	0.0339238939401599
ENSG00000245937.7_5_128083101_128083172	2326	9.45378307354972e-07	0.802383195406118	1.93274744049454e-07	0.164006972219958	0.0336086937208716
ENSG00000251072.2_5_126751963_126752421	489	0.947883695114124	0.0124237049930615	0.0382596586239155	0.000500528593911416	0.000932412674987138
ENSG00000251072.2_5_126755537_126755712	498	0.945127058492589	0.0126102700994002	0.0405316935612981	0.000539598982390684	0.00119137886432209
ENSG00000251072.2_5_126762365_126762451	513	0.953266458209778	0.0138121637893695	0.0315265857072912	0.000455859228412672	0.000938933065148801
ENSG00000251072.2_5_126776295_126776486	535	0.946988094231158	0.0144776190493344	0.036691330381948	0.000559656279773346	0.00128330005778676
ENSG00000066583.12_5_129094751_129095048	1169	2.7263356768787e-06	0.871628175163545	2.31908539545625e-07	0.074088466894141	0.054280399698098
ENSG00000066583.12_5_129095049_129095075	1169	2.73106374936217e-06	0.873139772295826	2.25529032260728e-07	0.0720483662481224	0.0548089048632696
ENSG00000066583.12_5_129104956_129105075	1155	4.81329719780441e-06	0.894040362110458	3.70198894407143e-07	0.0687249391203197	0.0372295152731292
ENSG00000066583.12_5_129105185_129105347	1155	4.55410032410805e-06	0.845896136376154	4.04379891350483e-07	0.0750320117780462	0.0790668933655849
ENSG00000066583.12_5_129105348_129105388	1155	4.24399164350804e-06	0.788295355517723	4.0741967738462e-07	0.075539539785217	0.136160453285738
ENSG00000066583.12_5_129106946_129107062	1150	5.64236389723407e-06	0.846831576966405	5.91014409567754e-07	0.0886375998352763	0.0645245898200121
ENSG00000066583.12_5_129112855_129114028	1134	7.15618397387865e-06	0.819898342111106	1.21961180220356e-06	0.139692968517615	0.0404003135755037
